JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER,ORIGIN_OR_DESTINATION
3879.0,7752.0,,9348.0,2407.0,360.0,5245.0,2047.0,9565.0,,3924.0,, Bangladesh
9682.0,323.0,1236.0,8643.0,2386.0,7785.0,2366.0,8593.0,,,940.0,52.0, France
9178.0,8203.0,8335.0,9142.0,9440.0,2817.0,,1997.0,3693.0,,6036.0,3272.0, Jamaica
8709.0,176.0,4138.0,9137.0,2820.0,8736.0,6785.0,7052.0,,9625.0,4424.0,5451.0, Nicaragua
7216.0,1437.0,,9610.0,2509.0,5659.0,8224.0,7637.0,4057.0,4331.0,853.0,6898.0, Sint Maarten (Dutch part)
9652.0,2579.0,6713.0,930.0,4734.0,,5729.0,9134.0,,,7191.0,2150.0, Jersey
5429.0,4162.0,1511.0,6738.0,573.0,9380.0,542.0,5866.0,3655.0,4509.0,9053.0,9073.0, Iran (Islamic Republic of)
3929.0,4680.0,,,1978.0,3504.0,8683.0,5027.0,7360.0,8614.0,2189.0,9532.0, Ghana
,6173.0,4295.0,9698.0,5368.0,5904.0,7152.0,2993.0,2432.0,602.0,2503.0,9047.0, Bahrain
1442.0,3868.0,3553.0,5395.0,6161.0,4893.0,2877.0,3483.0,3736.0,8322.0,,5461.0, South Africa
7915.0,2997.0,4980.0,,136.0,,5594.0,2533.0,4955.0,2411.0,2387.0,4055.0, Paraguay
7030.0,,8287.0,2722.0,6570.0,9295.0,3381.0,6749.0,9259.0,5926.0,1515.0,2337.0, Philippines
288.0,5013.0,3758.0,1486.0,702.0,,5626.0,3040.0,3728.0,,7470.0,7241.0," Moldova, Republic of"
5191.0,6046.0,1666.0,9676.0,890.0,9651.0,1476.0,9679.0,7722.0,4920.0,7445.0,5806.0, Tokelau
6507.0,,8937.0,9994.0,8591.0,5663.0,5293.0,6259.0,4589.0,2358.0,9897.0,1048.0, Zimbabwe
8410.0,8123.0,1217.0,5495.0,6466.0,4527.0,3691.0,,2928.0,3364.0,2069.0,7436.0, Serbia
8137.0,6735.0,9271.0,8279.0,4028.0,2670.0,4518.0,2618.0,3485.0,7713.0,5130.0,2173.0, Iceland
9729.0,2382.0,1980.0,7135.0,5196.0,,144.0,2665.0,3411.0,3313.0,3144.0,2623.0, Slovenia
1414.0,6098.0,9909.0,456.0,211.0,7952.0,,,253.0,5045.0,2179.0,1681.0, San Marino
