JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER,ORIGIN_OR_DESTINATION
3234.0,8349.0,1199.0,892.0,9726.0,1617.0,6945.0,8046.0,,3383.0,,3989.0, Heard Island and McDonald Islands
4959.0,,8366.0,6377.0,968.0,2682.0,29.0,178.0,4285.0,2799.0,1131.0,509.0, Saint Barthélemy
9508.0,6292.0,2301.0,1208.0,,,,2505.0,8699.0,6591.0,8317.0,335.0, Tonga
8262.0,1215.0,4710.0,6772.0,7986.0,6915.0,2312.0,,4857.0,1259.0,475.0,, Central African Republic
5134.0,8137.0,5281.0,1184.0,4923.0,3104.0,8385.0,1137.0,3070.0,,308.0,1061.0, Luxembourg
5707.0,5055.0,6055.0,8246.0,7033.0,4453.0,4938.0,5555.0,7421.0,226.0,2517.0,7128.0, Mozambique
1302.0,3801.0,2163.0,5709.0,5602.0,8765.0,452.0,610.0,3224.0,8380.0,2615.0,, Andorra
1438.0,2822.0,5709.0,7223.0,718.0,1101.0,7130.0,6547.0,7868.0,6858.0,1674.0,6335.0, Iraq
9323.0,159.0,9725.0,4695.0,2295.0,8195.0,1567.0,7088.0,3272.0,4842.0,5717.0,9323.0, Iran (Islamic Republic of)
8412.0,7994.0,5930.0,1735.0,405.0,1381.0,9240.0,3422.0,232.0,2356.0,5079.0,4633.0, Burundi
9180.0,571.0,585.0,8784.0,,2493.0,4311.0,7710.0,4514.0,22.0,3309.0,8802.0, Haiti
3896.0,8682.0,948.0,1401.0,8370.0,5606.0,6143.0,520.0,9279.0,7767.0,8154.0,5694.0, Trinidad and Tobago
,7699.0,8426.0,1510.0,7272.0,4095.0,,5282.0,3844.0,3649.0,6784.0,2207.0, Venezuela (Bolivarian Republic of)
6263.0,9362.0,942.0,9065.0,9565.0,8360.0,,5154.0,2129.0,,2285.0,2237.0, Somalia
3037.0,,729.0,6030.0,8758.0,6856.0,6718.0,3944.0,6866.0,,8269.0,927.0, Guyana
9215.0,4297.0,425.0,7199.0,8848.0,5372.0,3695.0,3178.0,643.0,7964.0,,8014.0, Haiti
9495.0,894.0,7181.0,1281.0,6443.0,5267.0,,5130.0,7880.0,6555.0,6997.0,, Monaco
4531.0,5087.0,8281.0,5334.0,,,1573.0,3863.0,2715.0,4396.0,4761.0,9985.0, Slovenia
9063.0,8172.0,2811.0,681.0,7152.0,,4794.0,5299.0,2116.0,3785.0,,4354.0, Saint Pierre and Miquelon
6004.0,,1740.0,5627.0,6316.0,2738.0,4764.0,9062.0,1979.0,5406.0,8911.0,8956.0," Taiwan, Province of China"
5932.0,3522.0,7435.0,8375.0,8363.0,1975.0,2635.0,9873.0,8859.0,1860.0,8558.0,8673.0, Faroe Islands
6992.0,6210.0,9861.0,,88.0,6935.0,9922.0,9874.0,4934.0,6186.0,1706.0,5748.0, Bosnia and Herzegovina
,,4857.0,7808.0,4780.0,1394.0,296.0,2866.0,8920.0,1717.0,,6371.0, United Kingdom of Great Britain and Northern Ireland
2430.0,9210.0,9960.0,3525.0,,3187.0,2198.0,7176.0,3769.0,,7825.0,, Western Sahara
8238.0,3469.0,2377.0,4939.0,4816.0,1579.0,4207.0,1595.0,9592.0,2323.0,6559.0,3689.0, French Polynesia
6463.0,5218.0,238.0,4936.0,657.0,9310.0,3841.0,,6245.0,5378.0,1717.0,9386.0, Northern Mariana Islands
7023.0,9031.0,6665.0,402.0,8289.0,4184.0,4094.0,6885.0,3638.0,6037.0,6366.0,2739.0, Greece
3150.0,8771.0,1194.0,3782.0,7266.0,7087.0,7596.0,,9364.0,8139.0,273.0,6361.0, Saint Kitts and Nevis
8538.0,5290.0,9968.0,7673.0,7803.0,4693.0,2294.0,2614.0,4936.0,1158.0,2091.0,5073.0, Faroe Islands
1820.0,7798.0,4562.0,6106.0,2805.0,30.0,8762.0,,7839.0,8058.0,1803.0,5026.0, Poland
6138.0,4719.0,,3897.0,1400.0,1852.0,1395.0,,1849.0,3447.0,3534.0,3882.0, South Africa
309.0,9433.0,3388.0,7480.0,4166.0,5132.0,5337.0,198.0,7414.0,6000.0,9629.0,8194.0, Sudan
394.0,6056.0,5197.0,6529.0,9767.0,9026.0,8115.0,9821.0,8725.0,7514.0,7299.0,3274.0, Honduras
8396.0,1777.0,9538.0,3026.0,5224.0,5613.0,7188.0,,,3027.0,7744.0,9614.0, Sint Maarten (Dutch part)
4553.0,350.0,5069.0,9309.0,4141.0,2296.0,1628.0,1625.0,2800.0,1930.0,4691.0,9036.0, Libya
4327.0,,7588.0,,,3415.0,2117.0,4374.0,4506.0,4846.0,6922.0,313.0, United Kingdom of Great Britain and Northern Ireland
879.0,2767.0,3982.0,5934.0,4959.0,41.0,150.0,4424.0,7672.0,7334.0,9241.0,4879.0, French Southern Territories
,,8754.0,1741.0,6057.0,9864.0,7261.0,9016.0,3807.0,8416.0,1938.0,9975.0, Samoa
6207.0,,6319.0,7398.0,4689.0,2089.0,9511.0,833.0,7945.0,9278.0,649.0,7786.0, Iceland
370.0,3264.0,2880.0,9826.0,4460.0,,4299.0,7220.0,1254.0,2204.0,8823.0,5574.0, Austria
4418.0,6565.0,889.0,1099.0,,3219.0,5443.0,1888.0,1382.0,502.0,9586.0,1660.0, Romania
,942.0,13.0,5012.0,7860.0,8729.0,2637.0,171.0,3260.0,1677.0,,2571.0, Qatar
7132.0,,8999.0,1684.0,1073.0,8835.0,3896.0,8737.0,,2515.0,1031.0,561.0, Niger
6507.0,5228.0,3995.0,3771.0,2348.0,,203.0,7616.0,8028.0,2814.0,2863.0,1791.0, Bahamas
6481.0,3133.0,7991.0,2127.0,5553.0,7088.0,5856.0,8275.0,1888.0,5335.0,1230.0,, Nigeria
5722.0,2899.0,2519.0,8519.0,6761.0,2765.0,7666.0,4011.0,593.0,5482.0,3514.0,1520.0, British Indian Ocean Territory
1261.0,6196.0,6909.0,862.0,2564.0,2038.0,4906.0,6249.0,5003.0,2677.0,,," Congo, Democratic Republic of the"
1320.0,874.0,9895.0,1655.0,979.0,8673.0,7566.0,6151.0,8163.0,6388.0,,9191.0, Singapore
2895.0,,5688.0,9792.0,714.0,7228.0,1773.0,2794.0,246.0,2006.0,2232.0,4609.0, Barbados
6404.0,3927.0,3106.0,5904.0,9598.0,9733.0,5935.0,9686.0,3712.0,5934.0,2433.0,, Virgin Islands (U.S.)
4376.0,6911.0,412.0,7398.0,1310.0,,6989.0,6674.0,1915.0,5554.0,7309.0,, Russian Federation
2442.0,605.0,,9553.0,9419.0,7584.0,9374.0,,9037.0,,3446.0,, Kazakhstan
3872.0,3500.0,5659.0,1787.0,9888.0,3910.0,9992.0,595.0,2439.0,7965.0,781.0,5424.0, New Caledonia
4774.0,4940.0,9015.0,6740.0,2205.0,2676.0,371.0,4795.0,1185.0,2110.0,,5995.0, Senegal
,4989.0,,4356.0,3164.0,925.0,7029.0,6168.0,4592.0,3771.0,558.0,1500.0, Uzbekistan
2560.0,4344.0,5457.0,733.0,1734.0,6454.0,411.0,1125.0,6191.0,1981.0,723.0,2296.0, Albania
,4829.0,7286.0,823.0,,,6915.0,9322.0,436.0,4932.0,4085.0,8512.0, New Zealand
3726.0,7236.0,6485.0,354.0,9245.0,4897.0,7299.0,5915.0,6675.0,595.0,8678.0,2468.0, Belize
5399.0,2967.0,1321.0,6089.0,6704.0,8295.0,5498.0,5124.0,7519.0,6795.0,724.0,8672.0, Netherlands
7096.0,1685.0,8676.0,216.0,2662.0,25.0,7004.0,1392.0,9364.0,8780.0,9025.0,9130.0, Indonesia
8430.0,2974.0,7092.0,4142.0,1079.0,7085.0,189.0,1952.0,49.0,9641.0,2902.0,, Kiribati
8726.0,7994.0,1649.0,,7296.0,6985.0,1955.0,5329.0,2843.0,9750.0,2535.0,7532.0, Mali
6677.0,,4256.0,1939.0,6075.0,8547.0,9461.0,869.0,1530.0,2519.0,7150.0,, Iraq
4891.0,2662.0,4269.0,,2697.0,5069.0,4646.0,,6768.0,3680.0,4056.0,4469.0, Myanmar
7729.0,2836.0,2380.0,3780.0,3446.0,9618.0,496.0,9113.0,5178.0,,5180.0,4543.0, Georgia
,6525.0,5278.0,1295.0,7580.0,,5768.0,7751.0,1517.0,5639.0,4895.0,1409.0, San Marino
1190.0,3151.0,2495.0,5626.0,6266.0,6240.0,5399.0,9351.0,9089.0,9614.0,8656.0,9726.0, Spain
1146.0,5404.0,6079.0,893.0,5963.0,7111.0,4584.0,8403.0,7291.0,7523.0,1790.0,1154.0, Romania
4355.0,975.0,6661.0,8180.0,769.0,,4329.0,243.0,139.0,7626.0,9605.0,, Mauritania
1950.0,8752.0,3089.0,8000.0,257.0,4554.0,7455.0,3608.0,1568.0,5234.0,1181.0,6687.0, Niger
7821.0,1316.0,,7342.0,,2572.0,3733.0,9005.0,9575.0,2087.0,3791.0,, Viet Nam
6256.0,6527.0,9219.0,1821.0,8131.0,6481.0,3752.0,558.0,8613.0,2391.0,3843.0,6463.0, Algeria
2083.0,9394.0,4539.0,3625.0,3391.0,6428.0,2668.0,9076.0,8720.0,,2677.0,2638.0, Malta
582.0,7729.0,,3320.0,,9338.0,8304.0,8150.0,3489.0,5872.0,4362.0,6111.0, Heard Island and McDonald Islands
2641.0,5700.0,4965.0,481.0,8442.0,5715.0,3289.0,8700.0,9525.0,4213.0,,1975.0, Mayotte
7191.0,3587.0,,7659.0,1580.0,5812.0,1486.0,5044.0,7452.0,177.0,4806.0,2996.0, Saint Barthélemy
5530.0,12.0,,7437.0,9034.0,6681.0,857.0,,3387.0,5657.0,,3024.0, China
5864.0,5449.0,525.0,191.0,850.0,,1920.0,8453.0,2090.0,8253.0,2755.0,7033.0, Burkina Faso
3251.0,3388.0,8917.0,469.0,11.0,4416.0,1586.0,8091.0,3384.0,3070.0,9148.0,1297.0, Malawi
842.0,6273.0,6692.0,4868.0,9861.0,4105.0,8875.0,7271.0,4242.0,8581.0,2068.0,1654.0, Cocos (Keeling) Islands
3629.0,8078.0,8580.0,9586.0,5445.0,6723.0,6792.0,1877.0,1131.0,8177.0,4042.0,7317.0, Brazil
,9626.0,,578.0,4803.0,,658.0,7508.0,9993.0,1544.0,9708.0,2343.0, Yemen
