JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER,ORIGIN_OR_DESTINATION
8395.0,2385.0,5148.0,7885.0,4124.0,1792.0,5558.0,,9222.0,8062.0,7802.0,3826.0, Finland
9480.0,5467.0,8438.0,2801.0,5127.0,8047.0,5266.0,3412.0,5782.0,7258.0,4679.0,2067.0, Cuba
281.0,211.0,1450.0,3181.0,5809.0,3251.0,4629.0,3644.0,2887.0,8786.0,2948.0,9984.0, Trinidad and Tobago
2279.0,2021.0,5653.0,7386.0,2352.0,1047.0,9848.0,14.0,3178.0,5545.0,3078.0,5506.0, Bangladesh
505.0,7349.0,9879.0,9691.0,5677.0,570.0,7482.0,6302.0,,2630.0,,2456.0, Cayman Islands
3213.0,1417.0,1937.0,2376.0,5148.0,5517.0,,1738.0,7383.0,,4498.0,3614.0, Guadeloupe
302.0,163.0,74.0,5329.0,,8551.0,5087.0,2951.0,2419.0,4132.0,2844.0,1774.0, Azerbaijan
9907.0,7053.0,4182.0,2317.0,890.0,8624.0,1120.0,9637.0,5240.0,9117.0,7112.0,4438.0, South Georgia and the South Sandwich Islands
8932.0,7974.0,7614.0,4257.0,1087.0,,6183.0,6374.0,4744.0,1777.0,3427.0,962.0, Comoros
6377.0,6255.0,5952.0,4429.0,7513.0,184.0,7446.0,,1131.0,1530.0,6835.0,9426.0, Kuwait
83.0,5925.0,4109.0,6221.0,4095.0,,3474.0,1990.0,9726.0,9336.0,5054.0,8659.0, Israel
3601.0,6440.0,4043.0,7649.0,7994.0,,237.0,7478.0,6331.0,4034.0,7786.0,6012.0, Honduras
5536.0,7305.0,5986.0,5795.0,5552.0,4892.0,3996.0,102.0,,3185.0,1481.0,1093.0, Bulgaria
3261.0,,4584.0,8846.0,8827.0,7697.0,5925.0,4917.0,6339.0,3046.0,6373.0,8085.0, Norfolk Island
3346.0,,6542.0,820.0,4100.0,8930.0,975.0,5300.0,3702.0,6964.0,4485.0,2153.0, Hong Kong
6127.0,38.0,9784.0,3089.0,1620.0,2264.0,9758.0,,2907.0,3654.0,6558.0,464.0, Netherlands
7928.0,846.0,,4184.0,,2317.0,7680.0,6836.0,9707.0,,6956.0,2076.0, Palau
9254.0,9575.0,8242.0,5372.0,3107.0,1338.0,4174.0,,3076.0,8298.0,7198.0,7677.0, French Guiana
2971.0,6480.0,5455.0,6131.0,4051.0,5961.0,3164.0,9496.0,5523.0,4409.0,1470.0,5143.0, Brunei Darussalam
