JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER,ORIGIN_OR_DESTINATION
9070.0,7045.0,5349.0,6453.0,3389.0,6961.0,9603.0,2337.0,4560.0,1048.0,,1932.0, Gibraltar
,4517.0,5062.0,8756.0,7404.0,1763.0,2811.0,487.0,4123.0,275.0,940.0,, Mali
3416.0,8009.0,,1584.0,5934.0,4920.0,5916.0,3195.0,2077.0,,3693.0,1982.0, Kenya
7590.0,4211.0,2584.0,8979.0,6308.0,4994.0,2317.0,3494.0,6915.0,1674.0,2152.0,9011.0, Bouvet Island
6952.0,303.0,3969.0,3228.0,448.0,2778.0,,6113.0,3878.0,4093.0,5482.0,3992.0, Colombia
7838.0,654.0,1503.0,1244.0,5849.0,7684.0,9851.0,6419.0,,3100.0,4103.0,4819.0, Norfolk Island
6333.0,7043.0,6074.0,1714.0,3976.0,,9079.0,,6348.0,175.0,5494.0,1370.0, Egypt
8801.0,7056.0,8853.0,1672.0,7942.0,7616.0,7707.0,8940.0,1017.0,1077.0,3680.0,, Iceland
2286.0,2099.0,2743.0,9304.0,1525.0,9877.0,3097.0,545.0,9909.0,4859.0,7702.0,9010.0, Saint Vincent and the Grenadines
1401.0,5135.0,9695.0,715.0,2327.0,,5620.0,4138.0,4534.0,4253.0,7460.0,3089.0, Burundi
3591.0,7927.0,,7618.0,594.0,7600.0,9476.0,5720.0,,9897.0,,6524.0, Kiribati
3636.0,5744.0,5923.0,2989.0,5566.0,,4963.0,,93.0,2302.0,8217.0,5330.0, China
6965.0,7174.0,6390.0,8331.0,3995.0,1422.0,4369.0,8679.0,5603.0,1665.0,1078.0,687.0, Burkina Faso
9464.0,5175.0,5271.0,1274.0,7528.0,7365.0,2831.0,7039.0,8975.0,1814.0,2241.0,947.0, Pakistan
1597.0,,3787.0,2921.0,,8318.0,3096.0,1560.0,3069.0,5763.0,6153.0,7532.0," Saint Helena, Ascension and Tristan da Cunha"
9127.0,2464.0,3939.0,7224.0,4984.0,6390.0,2701.0,2124.0,,,,7654.0," Tanzania, United Republic of"
4027.0,,2398.0,9086.0,8884.0,2722.0,9682.0,509.0,6351.0,9245.0,7018.0,7008.0, Kiribati
2106.0,637.0,4039.0,4415.0,5906.0,9984.0,1752.0,6155.0,,9787.0,9277.0,537.0, Bermuda
1527.0,8239.0,197.0,9529.0,5889.0,3706.0,2821.0,7348.0,977.0,1521.0,2450.0,9104.0, Romania
8636.0,,1096.0,5890.0,6053.0,6817.0,9668.0,1813.0,8751.0,7634.0,9412.0,276.0, Svalbard and Jan Mayen
,7936.0,,4548.0,5942.0,5592.0,7077.0,1026.0,7234.0,,4623.0,7052.0, Bulgaria
,4067.0,,3581.0,782.0,1263.0,8412.0,9543.0,6316.0,5321.0,3597.0,643.0, Austria
,5790.0,,2052.0,6005.0,1406.0,393.0,768.0,2516.0,7943.0,2359.0,3178.0, Liberia
8120.0,6893.0,5034.0,2211.0,247.0,4020.0,9145.0,3845.0,8256.0,6325.0,1337.0,5857.0, India
9969.0,6436.0,8908.0,4954.0,168.0,,4947.0,,169.0,792.0,6912.0,1456.0, Barbados
,8676.0,3958.0,7216.0,5282.0,4426.0,5192.0,3849.0,2135.0,7767.0,504.0,203.0, Serbia
4013.0,9525.0,6507.0,1802.0,5487.0,5921.0,5880.0,9925.0,8656.0,,5946.0,1409.0, Ethiopia
612.0,9402.0,4142.0,9904.0,7974.0,5101.0,9039.0,1755.0,4802.0,2232.0,2762.0,, Sri Lanka
8391.0,7416.0,6594.0,8392.0,2689.0,8106.0,7485.0,976.0,7300.0,,8683.0,4423.0, Micronesia (Federated States of)
7903.0,3578.0,3555.0,2239.0,624.0,5051.0,2992.0,9519.0,2262.0,6167.0,9921.0,6976.0, Kazakhstan
2128.0,5180.0,1698.0,1410.0,1699.0,6891.0,3490.0,2324.0,8776.0,,1361.0,7036.0, Latvia
,5398.0,4612.0,780.0,5082.0,9585.0,6798.0,5935.0,,,8911.0,8119.0, Réunion
4788.0,1355.0,7198.0,1743.0,1752.0,5144.0,859.0,6008.0,502.0,3351.0,7738.0,1451.0, Malaysia
4937.0,716.0,3933.0,6232.0,4769.0,5934.0,2669.0,7795.0,9966.0,3964.0,9693.0,9860.0, Luxembourg
4899.0,6886.0,8661.0,4217.0,6339.0,,3271.0,3227.0,3247.0,,3177.0,3160.0, Eswatini
7916.0,8421.0,7144.0,4612.0,6895.0,2667.0,6888.0,3133.0,6951.0,7208.0,2241.0,6455.0, Armenia
6019.0,6678.0,5810.0,3655.0,1722.0,9505.0,1477.0,4272.0,3695.0,115.0,6655.0,5200.0," Saint Helena, Ascension and Tristan da Cunha"
163.0,1808.0,2022.0,7723.0,,1655.0,,1236.0,6920.0,4266.0,278.0,8178.0, Tokelau
337.0,303.0,4651.0,9106.0,102.0,1747.0,2064.0,8817.0,7894.0,780.0,4325.0,2249.0, United Kingdom of Great Britain and Northern Ireland
7232.0,9946.0,8148.0,6902.0,3800.0,5739.0,2485.0,4330.0,3498.0,8407.0,8845.0,1139.0, Peru
3816.0,3488.0,7907.0,4161.0,7610.0,6880.0,9768.0,3620.0,245.0,,153.0,4351.0, Georgia
8886.0,4678.0,4841.0,5967.0,6223.0,5537.0,7897.0,2154.0,6976.0,341.0,2128.0,5479.0, Switzerland
88.0,53.0,4805.0,,6356.0,122.0,1002.0,4364.0,2459.0,4179.0,8315.0,5210.0, Christmas Island
6345.0,7782.0,1652.0,9960.0,4787.0,4195.0,5001.0,5769.0,7166.0,5612.0,1597.0,6143.0, El Salvador
9500.0,184.0,,749.0,8718.0,346.0,2894.0,310.0,4591.0,6833.0,6751.0,225.0, Viet Nam
3973.0,6914.0,6326.0,3811.0,2255.0,1822.0,4994.0,2710.0,378.0,429.0,8881.0,, Cameroon
4009.0,1739.0,2245.0,7168.0,5930.0,7372.0,5796.0,9036.0,,2614.0,1125.0,7920.0, Martinique
1278.0,2685.0,,3181.0,,1437.0,768.0,,3483.0,8592.0,4238.0,1922.0, Kuwait
3205.0,6094.0,97.0,8042.0,4786.0,7514.0,7615.0,2391.0,5756.0,5539.0,7985.0,1925.0, Libya
9418.0,410.0,1008.0,6294.0,5681.0,9596.0,3964.0,7217.0,5267.0,1539.0,,7992.0, Ecuador
9371.0,2329.0,357.0,5489.0,3278.0,6882.0,3864.0,5448.0,4484.0,4644.0,8778.0,2914.0, Luxembourg
1157.0,6212.0,535.0,6850.0,9383.0,9290.0,7382.0,5140.0,9609.0,9516.0,2621.0,5941.0, Western Sahara
,,2381.0,195.0,4948.0,8419.0,1288.0,461.0,4007.0,1585.0,267.0,916.0, Israel
9915.0,1006.0,,,9491.0,9823.0,5651.0,2754.0,4202.0,5123.0,,314.0," Congo, Democratic Republic of the"
9567.0,2276.0,9767.0,4538.0,2098.0,4817.0,9338.0,2100.0,7266.0,3540.0,8386.0,," Saint Helena, Ascension and Tristan da Cunha"
3998.0,7303.0,3722.0,,3595.0,802.0,,3203.0,1215.0,,8720.0,, China
8522.0,4377.0,,3496.0,9369.0,8791.0,7657.0,2260.0,5970.0,9800.0,174.0,9693.0, Wallis and Futuna
7499.0,2633.0,3384.0,4699.0,6547.0,,8916.0,8127.0,5140.0,,8810.0,3281.0, Philippines
7860.0,4242.0,7242.0,4306.0,7912.0,5684.0,2736.0,2509.0,2928.0,4297.0,7349.0,5439.0," Korea, Republic of"
3586.0,6153.0,3036.0,515.0,,4074.0,7085.0,7717.0,556.0,5948.0,1799.0,9944.0, Ghana
1793.0,,772.0,9911.0,2256.0,5511.0,4993.0,8132.0,9776.0,6221.0,7842.0,4142.0, French Guiana
9945.0,1581.0,1485.0,5639.0,6381.0,7443.0,6983.0,1714.0,3426.0,8456.0,1819.0,576.0, Guam
1530.0,7539.0,9043.0,5645.0,6157.0,6445.0,570.0,5457.0,1888.0,5819.0,789.0,287.0, Honduras
4682.0,195.0,6518.0,7626.0,372.0,7044.0,1843.0,8383.0,8025.0,3651.0,5913.0,118.0, Montenegro
9058.0,7440.0,1020.0,322.0,8481.0,7799.0,1805.0,2757.0,6119.0,3221.0,6821.0,8611.0, Morocco
8803.0,2251.0,1382.0,9397.0,3794.0,4784.0,2077.0,5259.0,6766.0,1778.0,6374.0,, Antigua and Barbuda
5388.0,9050.0,1258.0,6420.0,4785.0,158.0,5373.0,1447.0,3252.0,6786.0,355.0,5450.0, Burundi
9267.0,4299.0,8021.0,3867.0,7578.0,2663.0,4701.0,980.0,6444.0,4496.0,8213.0,5812.0, Bermuda
7622.0,4648.0,8942.0,,481.0,4555.0,8607.0,,6802.0,8827.0,9389.0,1402.0, Liechtenstein
1455.0,,1659.0,,3131.0,991.0,734.0,6351.0,8895.0,4094.0,8597.0,1191.0, Mauritania
3207.0,83.0,5306.0,1287.0,7692.0,7808.0,9438.0,8454.0,8061.0,3498.0,7990.0,8242.0, Sweden
3526.0,4147.0,6068.0,1137.0,865.0,4022.0,5755.0,2761.0,4542.0,3953.0,511.0,2672.0, Armenia
9969.0,1556.0,1933.0,6043.0,6815.0,8921.0,5551.0,1665.0,871.0,3313.0,4586.0,4205.0, Lao People's Democratic Republic
921.0,,3738.0,4590.0,82.0,1001.0,3196.0,4030.0,7318.0,4168.0,6365.0,9180.0, Bermuda
9160.0,3663.0,592.0,8890.0,4446.0,741.0,1112.0,7463.0,9403.0,9570.0,3368.0,376.0, Mauritius
8915.0,3554.0,3658.0,5281.0,613.0,3398.0,1248.0,7774.0,4121.0,897.0,9741.0,7978.0, Northern Mariana Islands
4702.0,6823.0,4566.0,4199.0,7245.0,9231.0,4220.0,3319.0,4800.0,8768.0,4961.0,4580.0, Haiti
3919.0,4179.0,,1602.0,7800.0,2592.0,3497.0,,1178.0,7364.0,3856.0,8722.0, Sao Tome and Principe
,,7856.0,1241.0,2672.0,1285.0,1430.0,107.0,7115.0,2356.0,,8254.0, Sierra Leone
7738.0,8196.0,8614.0,7189.0,9792.0,910.0,,2273.0,5503.0,8608.0,135.0,6477.0, Palau
8647.0,,1875.0,8947.0,9367.0,9686.0,1039.0,9408.0,817.0,4772.0,,421.0, Cyprus
3503.0,8764.0,8897.0,3024.0,2830.0,4258.0,9235.0,,8649.0,1290.0,5072.0,3502.0, Ecuador
7242.0,,2243.0,8026.0,5715.0,8576.0,2365.0,9681.0,,4956.0,2186.0,5157.0, Belarus
1240.0,,3951.0,6066.0,4797.0,8563.0,,6619.0,8016.0,6545.0,3038.0,5904.0, Mayotte
71.0,6292.0,5491.0,5391.0,1372.0,151.0,716.0,2897.0,7589.0,2868.0,1718.0,6081.0, El Salvador
867.0,1915.0,8021.0,786.0,7469.0,1596.0,5482.0,3741.0,293.0,269.0,6391.0,5639.0, Syrian Arab Republic
9595.0,4578.0,9316.0,3068.0,2441.0,925.0,5763.0,7284.0,8012.0,1795.0,4969.0,8446.0, Mayotte
7839.0,3993.0,,3707.0,6075.0,9888.0,7162.0,7940.0,1775.0,,6555.0,356.0, Tokelau
5927.0,4900.0,9841.0,8196.0,1911.0,8012.0,7215.0,,5395.0,7529.0,,9372.0, Estonia
4320.0,7650.0,,,7663.0,3482.0,2770.0,6671.0,6693.0,,,670.0, Chile
1200.0,,2025.0,8384.0,4790.0,776.0,1577.0,,3576.0,8161.0,3125.0,8309.0, Jordan
1576.0,541.0,8398.0,,8511.0,2493.0,3417.0,8329.0,6005.0,9133.0,9273.0,3652.0, Brunei Darussalam
2179.0,5535.0,7969.0,6152.0,7406.0,6165.0,,8018.0,9873.0,9398.0,7864.0,6678.0, Timor-Leste
3953.0,5282.0,9506.0,4830.0,5993.0,827.0,8931.0,5297.0,1971.0,6004.0,7324.0,8267.0, Uzbekistan
7988.0,3548.0,8316.0,,6901.0,762.0,3604.0,9718.0,,245.0,3970.0,1379.0, North Macedonia
5173.0,1283.0,4108.0,3984.0,128.0,2537.0,4759.0,,7756.0,6735.0,,6671.0," Taiwan, Province of China"
6246.0,1427.0,9989.0,5792.0,1509.0,5615.0,2488.0,4826.0,,9578.0,2494.0,229.0, Cameroon
603.0,1212.0,5385.0,2783.0,5357.0,5337.0,296.0,5107.0,462.0,1009.0,7482.0,8517.0, Virgin Islands (British)
2336.0,7558.0,8095.0,7118.0,430.0,7217.0,5677.0,7842.0,4686.0,8647.0,76.0,8349.0, Iraq
6885.0,7255.0,8950.0,7952.0,2020.0,6182.0,,6191.0,824.0,2668.0,8684.0,3765.0, Chile
